,name,type,address,maxSeated,website,lat,lng
424,Pinckney Recreational Area,Parks & Rec,"8555 Silver Hill Rd, Pinckney, MI 48169, USA",0,,42.4119779,-83.96559970000001
425,Montbeller Park,Parks & Rec,"4305 Ellsworth Rd, Ypsilanti, MI 48197, USA",0,,42.2331225,-83.6734049
426,Manchester High School,Public (K-12) School,"20500 Dutch Dr, Manchester, MI 48158, USA",0,,42.15894249999999,-84.035742
427,Lilie Park South,Parks & Rec,"4365 Platt Rd, Ann Arbor, MI 48108, USA",0,,42.2238944,-83.6978886
428,Kirk Park,Parks & Rec,"2001-2081 Clinton St, Manchester, MI 48158, USA",0,,42.1469342,-84.0376106
429,Hudson Mills Metropark,Parks & Rec,"8801 N Territorial Rd, Dexter, MI 48130, USA",0,,42.3867238,-83.9085707
430,Dexter High School,Public (K-12) School,"2200 N Parker Rd, Dexter, MI 48130, USA",0,,42.3218886,-83.8956664
431,Border to Border Trail (B2B),Other,"8801 N Territorial Rd, Dexter, MI 48130, USA",0,,42.3867238,-83.9085707
432,Central Michigan University,College/University,"1200 S Franklin St, Mt Pleasant, MI 48859, USA",0,,43.5906302,-84.7756162
433,Mt. Pleasant High School,Public (K-12) School,"1155 S Elizabeth St, Mt Pleasant, MI 48858, USA",0,,43.5914559,-84.76093329999999
434,Sacred Heart Academy,Public (K-12) School,"316 E Michigan St, Mt Pleasant, MI 48858, USA",0,,43.6032303,-84.7745559
435,Coldwater Lake Family Park,Parks & Rec,"1703 N Littlefield Rd, Weidman, MI 48893, USA",0,,43.6640983,-84.94954369999999
436,Deerfield Nature Park,Parks & Rec,"2425 W Remus Rd, Mt Pleasant, MI 48858, USA",0,,43.5974028,-84.8955946
437,Horizon Park ,Parks & Rec,"1535 Sweeney St, Mt Pleasant, MI 48858, USA",0,,43.5885042,-84.7511512
438,Jameson Park,Parks & Rec,"5142 Budd St, Mt Pleasant, MI 48858, USA",0,,43.59780749999999,-84.7675139
439,Pickens Field,Parks & Rec,"309 W. Pickard Avenue, Mt Pleasant, MI 48858, USA",0,,43.6116829,-84.7820871
440,Sunnyside Park,Parks & Rec,"1511 Elm St, Mt Pleasant, MI 48858, USA",0,,43.6079803,-84.7940173
441,Bangor-South Haven Heritage Water Trail,Parks & Rec,"546 Phoenix St, South Haven, MI 49090, USA",0,,42.4029224,-86.2719214
442,Beeches Golf Club,Golf Course,"09601 68th St, South Haven, MI 49090, USA",0,,42.3821121,-86.205693
443,Black River Park and Boat Launch,Parks & Rec,"132 Dunkley Ave, South Haven, MI 49090, USA",0,,42.4082363,-86.272556
444,Black River Preserve,Parks & Rec,"69401-69499 8th Ave, South Haven, MI 49090, USA",0,,42.38933249999999,-86.2170931
445,Casco Township Nature Preserve,Parks & Rec,"770 Blue Star Memorial Hwy, South Haven, MI 49090, USA",0,,42.4759542,-86.24678879999999
446,Cheshire Hills Golf Course,Golf Course,"3829 102nd Ave, Allegan, MI 49010, USA",0,,42.4367756,-85.917677
447,HawksHead Links,Golf Course,"523 Hawks Nest Dr, South Haven, MI 49090, USA",0,,42.4562537,-86.22382970000001
448,Heritage Glen Golf Club,Golf Course,"29795 Heritage Ln, Paw Paw, MI 49079, USA",0,,42.2557584,-85.83710579999999
449,Kal-Haven Trail Head,Other,"Parking lot, Kal-Haven Trail Sesquicentennial State Park, South Haven, MI 49090, USA",0,,42.41163330000001,-86.26260030000002
450,KJC ATV Rentals & Trails of South Haven,Other,"24835 68th St, South Haven, MI 49090, USA",0,,42.3287076,-86.204612
451,Newcome Beach,Other,"725 N Shore Dr, South Haven, MI 49090, USA",0,,42.4176753,-86.2729542
452,Optimist Tot Lot,Parks & Rec,"191 Bailey Ave, South Haven, MI 49090, USA",0,,42.40766199999999,-86.2619936
453,Packard Park & Beach,Other,"231 N Shore Dr, South Haven, MI 49090, USA",0,,42.4095072,-86.2780719
454,Paw Paw River Water Trail,Other,"N Kalamazoo St, Paw Paw, MI 49079, USA",0,,42.2228426,-85.8902268
455,Pilgrim Haven Natural Area,Other,"South Haven, MI 49090, USA",0,,42.4030865,-86.2736407
456,Rampage Fishing Charters,Other,"8 Bailey Ave, South Haven, MI 49090, USA",0,,42.4133351,-86.2659918
457,Rodz 'n' Reelz,Other,"40 Bailey Ave #6, South Haven, MI 49090, USA",0,,,
458,Ross Coastal Plain Marsh Preserve,Parks & Rec,"I-196, Covert, MI 49043, USA",0,,42.2864875,-86.3183052
459,Sarett Nature Center,Parks & Rec,"2300 N Benton Center Rd, Benton Harbor, MI 49022, USA",0,,42.1568385,-86.38015899999999
460,Shamrock Hills,Golf Course,"31071 Co Rd 390, Gobles, MI 49055, USA",0,,42.40093210000001,-85.85378879999999
461,South Haven Fishing Charters,Other,"519 Williams St, South Haven, MI 49090, USA",0,,42.4052237,-86.2732451
462,South Haven Skate Park,Recreation Center,"901 E Wells St, South Haven, MI 49090, USA",0,,42.4109435,-86.26350269999999
463,South Haven Yacht Club,Recreation Center,"401 Williams St, South Haven, MI 49090, USA",0,,42.4043341,-86.2758279
464,Stanley Johnston Park,Parks & Rec,"South Haven, MI 49090, USA",0,,42.4030865,-86.2736407
465,Strong Performance Charters,Other,"300 Oak St, South Haven, MI 49090, USA",0,,42.4121222,-86.2693831
466,Tie One on Charters,Other,"15 72nd St, South Haven, MI 49090, USA",0,,42.4225564,-86.2456492
467,Van Buren State Park,Parks & Rec,"23960 Ruggles Rd, South Haven, MI 49090, USA",0,,42.3343436,-86.3060476
468,"Wau-Ke-Na, William Erby Smith Preserve",Parks & Rec,"1599 Lakeshore Dr, Fennville, MI 49408, USA",0,,42.5302672,-86.2276617
469,Wild West Ranch LLC,Recreation Center,"2855 36th St, Allegan, MI 49010, USA",0,,42.627296,-85.89766569999999
470,Deerlick Creek Park,Parks & Rec,"76773 13th Ave, South Haven, MI 49090, USA",0,,42.37244580000001,-86.2911524
471,Code Seeker Charters,Other,"300 Oak St, South Haven, MI 49090, USA",0,,42.4121222,-86.2693831
472,Dyckman Beach,Other,"175 N Shore Dr, South Haven, MI 49090, USA",0,,42.4080627,-86.2787891
473,Elkenburg Park,Parks & Rec,"309 Elkenburg St, South Haven, MI 49090, USA",0,,42.3926256,-86.27704709999999
474,North Beach,Other,"45 Lakeshore Dr, South Haven, MI 49090, USA",0,,42.4055841,-86.28126069999999
475,Simpsarosa Stables,Recreation Center,"181 55th St, Grand Junction, MI 49056, USA",0,,42.4314183,-86.0777044
476,South Beach,Recreation Center,"South Beach, 60 Water St, South Haven, MI 49090, USA",0,,42.4012874,-86.28302529999999
477,Stoke Riders,Other,"Lakeshore Dr, South Haven, MI 49090, USA",0,,42.4040871,-86.2820623
478,Woodman Beach,Recreation Center,"97 N Shore Dr, South Haven, MI 49090, USA",0,,42.4062203,-86.2790705
479,bent9 Hot Yoga,Fitness Center,"825 S Westnedge Ave, Kalamazoo, MI 49008, USA",0,https://www.bent9hotyoga.com/,42.2832242,-85.58943219999999
480,Bittersweet Ski Resort,Recreation Center,"600 River Rd, Otsego, MI 49078, USA",0,https://www.skibittersweet.com/,42.4671003,-85.7584363
481,Climb Kalamazoo,Recreation Center,"136 S Kalamazoo Mall, Kalamazoo, MI 49007, USA",0,https://www.climbkalamazoo.org/,42.2909903,-85.5833218
482,Continental Lanes,Recreation Center,"3645 Vanrick Dr, Kalamazoo, MI 49001, USA",0,https://www.continentallaneskazoo.com/,42.2537973,-85.53268109999999
483,Down Dog Yoga Center,Recreation Center,"316 S Kalamazoo Mall, Kalamazoo, MI 49007, USA",0,https://downdogyogacenter.com/#home,42.2894961,-85.5835594
484,Eastland Bowl Kalamazoo,Recreation Center,"5570 Gull Rd, Kalamazoo, MI 49048, USA",0,https://eastlandbowl.co/,42.3221519,-85.5202717
485,Indian Run Golf Club,Golf Course,"6359 Rs Ave E, Scotts, MI 49088, USA",0,https://www.indianrungolfclub.com/,42.1796418,-85.5038928
486,Island Hills Golf Course,Golf Course,"61809 Stonegate Dr, Centreville, MI 49032, USA",0,https://islandhillsgolf.com/,41.9003303,-85.50358600000001
487,Kal-Haven Trail,Other,"325 W James St, Lawrence, MI 49064, USA",0,,42.2177099,-86.0552307
488,Kalamazoo Athletic Club,Fitness Center,"100 W Michigan Ave, Kalamazoo, MI 49007, USA",0,https://www.kalamazooathleticclub.com/,42.2922748,-85.5838809
489,Kalamazoo Elite Gymnastics Academy,Recreation Center,"616 E Vine St, Kalamazoo, MI 49001, USA",0,https://www.kzelitegymnastics.com/,42.2834326,-85.5757623
490,Kalamazoo Valley Community College,College/University,"6767 W O Ave, Kalamazoo, MI 49009, USA",0,https://www.kvcc.edu/,42.2272007,-85.6807872
491,Milham Park Golf Course,Golf Course,"4200 Lovers Ln, Kalamazoo, MI 49001, USA",0,https://kmgagolf.com/milham_park/,42.2484877,-85.574523
492,Olde Mill Golf Club,Golf Course,"6101 W X Y Ave, Schoolcraft, MI 49087, USA",0,https://www.oldemillgolf.com/,42.0891717,-85.66710619999999
493,Red Arrow Golf Course,Golf Course,"1041 King Hwy, Kalamazoo, MI 49048, USA",0,https://kmgagolf.com/red_arrow/,42.2912468,-85.5679138
494,Ridgeview Golf Course,Golf Course,"10360 W Main St, Kalamazoo, MI 49009, USA",0,https://ridgeviewgolf.com/,42.2960808,-85.752585
495,Roller World Skating Rink,Recreation Center,"7491 Stadium Dr, Kalamazoo, MI 49009, USA",0,,42.2546496,-85.69636969999999
496,South Westnedge Park,Parks & Rec,"9010 S Westnedge Ave, Portage, MI 49002, USA",0,,42.1845182,-85.59400740000001
497,States Golf Club,Golf Course,"20 W Ave E, Vicksburg, MI 49097, USA",0,https://statesgolfcourse.com/,42.11588039999999,-85.58822110000001
498,Swiss Valley Ski Lodge,Recreation Center,"13421 Mann Rd, Jones, MI 49061, USA",0,,41.9541101,-85.8272257
499,The Ice Rink at Millenium Park,Parks & Rec,"13421 Mann Rd, Jones, MI 49061, USA",0,https://skiswissvalley.com/,41.9541101,-85.8272257
500,The Moors Golf Club,Golf Course,"7877 Moorsbridge Rd, Portage, MI 49024, USA",0,https://moorsgolf.com/,42.2038223,-85.632848
501,The Prairies Golf Club,Golf Course,"5303 W Main St, Kalamazoo, MI 49009, USA",0,https://www.prairiesgolf.com/,42.2937762,-85.65270919999999
502,Timber Ridge Ski Area,Other,"07500 23 1/2 St, Gobles, MI 49055, USA",0,https://www.timberridgeski.com/,42.3914272,-85.7810006
503,Ty's Ski Academy,Aquatic Center,"26940 Co Rd 354, Lawton, MI 49065, USA",0,https://www.tysskiacademy.com/#/,42.1458436,-85.8135447
504,Vicksburg Recreation Area,Parks & Rec,"S Sprinkle Rd, Vicksburg, MI, USA",0,,42.1391594,-85.5247327
505,Rolling Hills County Park,Parks & Rec,"7660 Stony Creek Rd, Ypsilanti, MI 48197, USA",0,,42.1761646,-83.6487039
506,U-M Lacrosse Field,College/University,"2500 S State St, Ann Arbor, MI 48104, USA",0,,42.2512905,-83.7414951
507,Lincoln High School & Middle School,Public (K-12) School,"7425 Willis Rd, Ypsilanti, MI 48197, USA",0,https://lhs.lps.org/,42.1585468,-83.611395
508,Vern R. Campbell Park,Parks & Rec,"13225 Sanford Rd, Milan, MI 48160, USA",0,,42.09405659999999,-83.66077519999999
509,Central Park,Parks & Rec,"515 E Collins St, Midland, MI 48640, USA",0,,43.6183332,-84.2310419
510,Zilwaukee Memorial Park,Parks & Rec,"610 Jones St, Saginaw, MI 48604, USA",0,,43.4830619,-83.92392090000001
511,Wenonah Park,Parks & Rec,"800 N Water St, Bay City, MI 48708, USA",0,,43.5982588,-83.8899077
512,Veterans Memorial Park/Boat Launch - Bay City,Parks & Rec,"301 John F Kennedy Dr, Bay City, MI 48706, USA",0,,43.5999908,-83.89721329999999
513,Tittabawassee Township Park,Parks & Rec,"9200 Midland Rd, Freeland, MI 48623, USA",0,,43.5416764,-84.1421945
514,Thomas Township Parks & Recreation,Parks & Rec,"249 N Miller Rd, Saginaw, MI 48609, USA",0,,43.4176955,-84.07171699999999
515,Taymouth Township Park,Parks & Rec,"2360 E Burt Rd, Burt, MI 48417, USA",0,,43.2356314,-83.9067171
516,Swan Creek Township Park,Parks & Rec,"11415 Lakefield Rd, St Charles, MI 48655, USA",0,,43.3508587,-84.139185
517,Sunrise Optimist Park,Parks & Rec,"821 Waldo Ave, Midland, MI 48642, USA",0,,43.6459842,-84.1879902
518,Stratford Woods Park,Parks & Rec,"3922 E Ashman St, Midland, MI 48642, USA",0,,43.6265824,-84.18017569999999
519,Saginaw Valley Rail Trail,Parks & Rec,"401 E Water St, St Charles, MI 48655, USA",0,,43.2996454,-84.1380392
520,Saginaw Gun Club,Recreation Center,"9540 Gratiot Rd, Saginaw, MI 48609, USA",0,,43.418253,-84.102896
521,The Roll Arena,Recreation Center,"2909 Bay City Rd, Midland, MI 48642, USA",0,,43.6057965,-84.1918903
522,Roethke Park,Parks & Rec,"400 Leddy Rd, Saginaw, MI 48609, USA",0,,43.4131158,-84.1024604
523,Roberts Park,Parks & Rec,"455 S Miller Rd, Saginaw, MI 48609, USA",0,,43.4126852,-84.0705275
524,Riverwalk/Railtrail Loop,Parks & Rec,"Bay City, MI, USA",0,,43.5944677,-83.8888647
525,Ringwood Forest,Parks & Rec,"Ring Rd, Michigan, USA",0,,44.3148443,-85.60236429999999
526,Plymouth Park,Parks & Rec,"1508 E Wheeler St, Midland, MI 48642, USA",0,,43.6386335,-84.2099288
527,Pine Haven Recreational Area,Parks & Rec,"415 W Irish St, Sanford, MI 48657, USA",0,,43.682255,-84.382357
528,Imerman Memorial Park,Parks & Rec,"3495 Midland Rd, Saginaw, MI 48603, USA",0,,43.455666,-84.079623
529,Verslius Dickinson Park,Parks & Rec,"1924 Douglas Ave, Kalamazoo, MI 49007, USA",0,,42.310152,-85.60280449999999
530,River Oaks County Park,Parks & Rec,"9202 E Michigan Ave, Galesburg, MI 49053, USA",0,,42.2882808,-85.4496758
531,Hoyt Park,Parks & Rec,"1574 S Washington Ave, Saginaw, MI 48601, USA",0,,43.4145751,-83.9501382
532,Heritage Park - Frankenmuth,Parks & Rec,"601 Weiss St, Frankenmuth, MI 48734, USA",0,,43.3289274,-83.7340669
533,Herbert Steih Park,Parks & Rec,"Monitor Rd, Kawkawlin, MI, USA",0,,43.644768,-83.9461375
534,Greater Midland Community Center,Recreation Center,"2205 Jefferson Ave, Midland, MI 48640, USA",0,,43.61759199999999,-84.228015
535,Great Lakes Bay Regional Trail,Parks & Rec,"Saginaw, MI, USA",0,,43.4194699,-83.9508068
536,Defoe Park,Parks & Rec,"Marquette Ave, Bay City, MI 48706, USA",0,,43.6144246,-83.8816864
537,Chippewassee Park,Parks & Rec,"Golfside Dr, Midland, MI 48640, USA",0,,43.6150139,-84.2516671
538,Candelite Sports & Banquet Center,Recreation Center,"6817 Dixie Hwy, Bridgeport, MI 48722, USA",0,,43.3413684,-83.84340739999999
539,Buena Vista Lions Park,Parks & Rec,"1942 S Outer Dr, Saginaw, MI 48601, USA",0,,43.4079869,-83.89635609999999
540,Birch Run Township Park,Parks & Rec,"13175 Maple Rd, Birch Run, MI 48415, USA",0,,43.2331412,-83.7940064
541,Bay County Fairgrounds,Recreation Center,"810 Livingston St, Bay City, MI 48708, USA",0,,43.59818019999999,-83.8538876
542,Bay City State Park,Parks & Rec,"3582 State Park Dr, Bay City, MI 48706, USA",0,,43.6678214,-83.90458579999999
543,Auburn Shooting Range,Recreation Center,"Lagoon Ln, Williams Charter Township, MI 48611, USA",0,,43.6358419,-84.0666378
544,Auburn City Park,Parks & Rec,"435 S Auburn Rd, Auburn, MI 48611, USA",0,,43.5974991,-84.06407630000001
545,Sleepy Hollow State Park,Parks & Rec,"7832 E Price Rd, Laingsburg, MI 48848, USA",0,,42.9250602,-84.4083939
546,Sharp Park,Parks & Rec,"Elmwood Dr, Lansing, MI 48917, USA",300,,42.7368643,-84.6217385
547,Okemos High School,Public (K-12) School,"2800 Jolly Rd, Okemos, MI 48864, USA",0,,42.6846235,-84.4558256
548,The Ledges in Grand Ledge and Fitzgerald Park,Parks & Rec,"133 Fitzgerald Park Dr, Grand Ledge, MI 48837, USA",0,,42.75738399999999,-84.7624699
549,Lincoln Park,Parks & Rec,"620 W Shepherd St, Charlotte, MI 48813, USA",0,,42.5536315,-84.8443956
550,Woodsong County Park,Parks & Rec,"3494 Abbottsford Rd, North Street, MI 48049, USA",0,,43.006879,-82.5731663
551,Willow Ridge Golf Club,Golf Course,"3311 N River Rd, Fort Gratiot Twp, MI 48059, USA",0,,43.012707,-82.4706006
552,Wadhams to Avoca Trail,Parks & Rec,"Wadhams to Avoca Trail, Michigan, USA",0,,43.0049315,-82.5974857
553,Viking Fitness Center Port Huron,Fitness Center,"2422 Lapeer Rd, Port Huron, MI 48060, USA",0,,42.9774355,-82.45386540000001
554,Viking Fitness Center Marysville,Fitness Center,"782 Huron Blvd, Marysville, MI 48040, USA",0,,42.9137415,-82.4879923
555,Stephen M. Polovich Memorial Nature Sanctuary,Parks & Rec,"Cribbins Rd, Clyde Township, MI, USA",0,,43.0378792,-82.6345181
556,Zebra Lounge & Lanes,Recreation Center,"522 Quay St, Port Huron, MI 48060, USA",0,,42.9762969,-82.4252516
557,High Caliber Karting and Entertainment,Recreation Center,"1982 W Grand River Rd, Okemos, MI 48864, USA",0,,42.7253553,-84.4195644
558,Frances Park,Parks & Rec,"2701 Moores River Dr, Lansing, MI 48911, USA",0,,42.7161105,-84.5907663
559,Grand Woods Park,Parks & Rec,"4500 W Willow Hwy, Lansing, MI 48917, USA",180,,42.757639,-84.609973
560,Granger Meadows Park/Valley Farms Park,Parks & Rec,"1275 Granger Meadows Ln, Lansing, MI 48906, USA",0,,42.783654,-84.5281633
561,Great Lakes Christian College,College/University,"6211 W Willow Hwy, Lansing, MI 48917, USA",0,,42.754214,-84.6382659
562,Hartrick Park,Parks & Rec,"3685 Hulett Rd, Okemos, MI 48864, USA",0,,42.6893201,-84.4558966
563,Sawmill City,Recreation Center,"5055 Lapeer Rd, Smiths Creek, MI 48074, USA",0,,42.9833974,-82.5274513
564,Sandy Dunes Adventure Golf & Dairy Bar,Golf Course,"2755 Port Austin Rd, Port Austin, MI 48467, USA",0,,43.9986526,-83.09294249999999
565,Riverside Sports Academy,Fitness Center,"Dove Rd, Port Huron, MI, USA",0,,42.9489382,-82.5346784
566,Putt'in 4 Paws Adventure Golf & Driving Range,Golf Course,"6010 Lakeshore Rd, Lexington, MI 48450, USA",0,,43.251492,-82.5306535
567,Port Huron Yoga,Recreation Center,"2333 Gratiot Ave, Port Huron, MI 48060, USA",0,,43.0001038,-82.427432
568,Port Crescent State Park Day Use Area,Parks & Rec,"1775 Port Austin Rd, Port Austin, MI 48467, USA",0,,44.0104087,-83.0503489
569,Port Austin Outdoor Adventure,Parks & Rec,"119 E Spring St, Port Austin, MI 48467, USA",0,,44.0466139,-82.9911518
570,Pine Shores Golf Course,Golf Course,"515 Fred W Moore Hwy, St Clair, MI 48079, USA",0,,42.8154481,-82.4935496
571,Pine River Nature Center,Parks & Rec,"2585 Castor Rd, Goodells, MI 48027, USA",0,,42.9783915,-82.6460865
572,Marysville Beach & Living Shoreline Promenade,Parks & Rec,"1660 River Rd, Marysville, MI 48040, USA",0,,42.9039086,-82.46971219999999
573,William M. Burchfield Park/Riverbend Nature Area,Parks & Rec,"881 Grovenburg Rd, Holt, MI 48842, USA",0,,42.6069058,-84.58771829999999
574,Krafft Road Driving Range,Golf Course,"4636 Krafft Rd, North Street, MI 48049, USA",0,,43.0233078,-82.52071320000002
575,Huron County Nature Center & Wilderness Arboretum,Parks & Rec,"3336 Loosemore Rd, Port Austin, MI 48467, USA",0,,43.9936049,-83.1200566
576,Harbor View Trail,Parks & Rec,"Harbor Beach, MI 48441, USA",0,,43.8447369,-82.6513186
577,Greig Park ,Parks & Rec,"Carney Dr, St Clair, MI 48079, USA",0,,42.8306061,-82.5026992
578,Fort Gratiot County Park,Parks & Rec,"3325 Metcalf Rd, Fort Gratiot Twp, MI 48059, USA",0,,43.0825614,-82.4718911
579,Fort Gratiot Bike Path & Nature Preserve,Parks & Rec,"3720 Keewahdin Rd, Fort Gratiot Twp, MI 48059, USA",0,,43.0393944,-82.484794
580,Fit 4 Women,Fitness Center,"2887 Krafft Rd, Port Huron, MI 48060, USA",0,,43.0246676,-82.4531883
581,East China Township Park,Parks & Rec,"701 Recor Rd, East China, MI 48054, USA",0,,42.7574069,-82.4874588
582,Cutting Edge Health & Fitness,Fitness Center,"Pine Grove Ave, Port Huron, MI, USA",0,,43.0077593,-82.4439255
583,Columbus County Park,Parks & Rec,"1670 Bauman Rd, Columbus, MI 48063, USA",0,,42.8514567,-82.7058744
584,Backus Nature Trail,Parks & Rec,"Harbor Beach, MI 48441, USA",0,,43.8447369,-82.6513186
585,Anytime Fitness,Fitness Center,"1099 St Clair River Dr, Algonac, MI 48001, USA",0,,42.6189359,-82.53256569999999
586,Alice W. Moore Woods Nature Sanctuary Trail,Parks & Rec,"999 Stratford Rd, St Clair, MI 48079, USA",0,,42.8366456,-82.48291669999999
587,Algonac State Park Hiking Trail,Parks & Rec,"Michigan, USA",0,,44.3148443,-85.60236429999999
588,Algonac Prairie & Oak Savanna Trail,Parks & Rec,"Michigan, USA",0,,44.3148443,-85.60236429999999
589,Afterburn Fitness Club,Fitness Center,"206 Huron Ave, Port Huron, MI 48060, USA",0,,42.9763351,-82.4238333
590,Dunes Golf Club,Golf Course,"6489 W Empire Hwy, Empire, MI 49630, USA",0,,44.80744060000001,-85.9874167
591,Pinecroft Golf Course,Golf Course,"Henry Rd, Benzonia Township, MI, USA",0,,44.6246138,-86.0688093
592,Mistwood Golf Course,Golf Course,"7658 Ole White Dr, Lake Ann, MI 49650, USA",0,,44.7421289,-85.8768647
593,Elmbrook Golf Course,Golf Course,"1750 Townline Rd, Traverse City, MI 49696, USA",0,,44.7089882,-85.57036339999999
594,Legend Golf Club at Shanty Creek Resort,Golf Course,"5780 Shanty Creek Rd, Bellaire, MI 49615, USA",0,,44.9488132,-85.18532560000001
595,Crystal Lake Golf Club,Golf Course,"8493 Fairway Dr, Beulah, MI 49617, USA",0,,44.6411659,-86.07390339999999
596,Champion Hill Golf Course,Golf Course,"501 N Marshall Rd, Beulah, MI 49617, USA",0,,44.6426718,-86.0338384
597,Bay Meadows Family Golf Course,Golf Course,"5550 Bay Meadows Dr, Traverse City, MI 49684, USA",0,,44.7684001,-85.6794032
598,Swanson Preserve,Other,"3952 Manitou Trail E, Cedar, MI 49621, USA",0,,44.9233066,-85.8208446
599,Pearl Lake Natural Area,Other,"Lake Ann, MI 49650, USA",0,,44.72388910000001,-85.8431394
600,Outrider Horseback Riding,Other,"7922 Ole White Dr, Lake Ann, MI 49650, USA",0,,44.7456578,-85.8783952
601,Old Mission Peninsula Park,Parks & Rec,"Old Mission Rd, Traverse City, MI 49686, USA",0,,44.773376,-85.5874719
602,Northport Beach,Parks & Rec,"Christmas Cove Beach, E Christmas Cove Rd, Northport, MI 49670, USA",0,,45.1688902,-85.63268509999999
603,Nipissing & Trillium Ridge Trails,Parks & Rec,"9890 Old Dixie Hwy, Ellsworth, MI 49729, USA",0,,45.1773666,-85.3746158
604,Muncie Lakes Pathway,Parks & Rec,"Ranch Rudolf Rd, Traverse City, MI 49696, USA",0,,44.6573075,-85.4729842
605,Medalie Park,Parks & Rec,"Traverse City, MI 49686, USA",0,,44.8474167,-85.5303235
606,Mayfield Pond Park,Parks & Rec,"Mill St, Kingsley, MI 49649, USA",0,,44.6263033,-85.5314425
607,Lost Lake Pathway,Parks & Rec,"Lost Lake Pathway, Gonder Rd, Interlochen, MI 49643, USA",0,https://www.michigantrailmaps.com/member-detail/lost-lake-pathway/,44.6711327,-85.7984857
608,Leland Harbor,Other,"107 N Lake St, Leland, MI 49654, USA",0,https://www.lelandmi.com/harbor/leland-harbor.html,45.0242455,-85.7616819
609,Leelanau State Park,Parks & Rec,"15310 N Lighthouse Point Rd, Northport, MI 49670, USA",0,,45.2102018,-85.5499663
610,Lake Township Park,Parks & Rec,"5153 N Scenic Hwy, Honor, MI 49640, USA",0,,44.7113284,-86.1171081
611,Lake Michigan Beach Park,Parks & Rec,"Empire Beach, Empire, MI 49630, USA",0,,44.8120443,-86.0681292
612,Lake Ann Pathway,Parks & Rec,"Pere Marquette State Forest, Cherry Valley Township, MI 49304, USA",0,,43.9647333,-85.7986722
613,Kids Creek Park,Parks & Rec,"3315 US-31, Traverse City, MI 49684, USA",0,,44.734309,-85.64902649999999
614,Krumwiede Forest Reserve,Parks & Rec,"5251 S Wheeler Rd, Maple City, MI 49664, USA",0,,44.9039796,-85.9092163
615,Lower Woodcock Lake Nature Preserve,Parks & Rec,"Lower Woodcock Lake, Almira Township, MI 49643, USA",0,https://www.gtrlc.org/recreation-events/preserve/lower-woodcock-lake-nature-preserve/,44.7034104,-85.88380099999999
616,Keith J. Charters Traverse City State Park,Parks & Rec,"1132 US-31, Traverse City, MI 49686, USA",0,,44.7464016,-85.55226359999999
617,Horse Drawn Sleigh Rides and Hay Rides,Other,"6259 M-72, Williamsburg, MI 49690, USA",0,,44.7730791,-85.44910139999999
618,Hickory Meadows,Parks & Rec,"Randolph St, Traverse City, MI 49684, USA",0,,44.7667569,-85.6462362
619,Hickory Hills,Other,"2000 Randolph St, Traverse City, MI 49684, USA",0,,44.7681481,-85.6606
620,Hayword Park,Parks & Rec,"8870 N Long Lake Rd, Traverse City, MI 49685, USA",0,,44.7464599,-85.7534063
621,Kehl Lake Natural Area,Parks & Rec,"12625 N Kehl Rd, Northport, MI 49670, USA",0,,45.1698077,-85.5951493
622,"Kayak, Bike and Brew",Other,"436 W Front St, Traverse City, MI 49684, USA",0,,44.7642968,-85.63007739999999
623,Joy 2 Ride Benzie,Recreation Center,"Benzonia, MI 49616, USA",0,,44.6213885,-86.0992576
624,Jacobson Marina Resort,Other,"15 4th St, Frankfort, MI 49635, USA",0,,44.63158560000001,-86.2398653
625,Interlochen State Park,Parks & Rec,"4167 M-137, Interlochen, MI 49643, USA",0,,44.6264538,-85.7624215
626,Houdek Dunes Natural Area,Parks & Rec,"5959 N Manitou Trail, Leland, MI 49654, USA",0,,45.068309,-85.69227149999999
627,Keystone Rapids & Boardman Pond,Parks & Rec,"2500 Beitner Rd, Traverse City, MI 49685, USA",0,,44.6776554,-85.6267458
628,Hawkins Outfitters,Other,"1605 Incochee Hill Dr, Traverse City, MI 49684, USA",0,,44.772856,-85.650893
629,Haserot Beach Park,Parks & Rec,"Haserot Beach, Traverse City, MI 49686, USA",0,,44.9615738,-85.4852478
630,Harbor West Yacht Club,Other,"12719 S W Bay Shore Dr, Traverse City, MI 49684, USA",0,,44.7928945,-85.63650160000002
631,Hall Beach ,Parks & Rec,"205 Cedar St, Leland, MI 49654, USA",0,,45.02228540000001,-85.7624575
632,Greilick Outdoor Recreation & Education Center,Parks & Rec,"4754 Scout Camp Rd, Traverse City, MI 49696, USA",0,,44.6698696,-85.47975269999999
633,Grand Traverse Parasail,Other,"1469 US-31, Traverse City, MI 49686, USA",0,,44.7468706,-85.5469352
634,Grand Traverse Natural Education Preserve,Parks & Rec,"1450 Cass Rd, Traverse City, MI 49684, USA",0,,44.7076013,-85.6249777
635,Green Point Dunes Nature Preserve,Parks & Rec,"1198 Green Point Rd, Frankfort, MI 49635, USA",0,,44.59108579999999,-86.21706069999999
636,Glen Arbor Municipal Beach,Parks & Rec,"S Lake St, Glen Arbor, MI 49636, USA",0,,44.8938329,-85.9861957
637,Gold Coast Charter Service,Other,"212 Frankfort Ave, Elberta, MI 49628, USA",0,,44.622797,-86.22842399999999
638,Gilbert Park,Parks & Rec,"N Long Lake Rd, Traverse City, MI, USA",0,,44.7552881,-85.6550554
